mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,param_l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.0160833835601806,0.3527043498020599,0.00838313102722168,0.002111272697969799,0.01,l1,saga,0.5,"{'C': np.float64(0.01), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.096494770050049,0.06816126075992969,0.006291437149047852,0.0011629872889524864,0.01,l2,saga,0.5,"{'C': np.float64(0.01), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.2706244945526124,0.2491054070635682,0.006169509887695312,0.0005405151298624457,0.01,elasticnet,saga,0.5,"{'C': np.float64(0.01), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3596037387847901,0.04054660691974551,0.008789825439453124,0.003496710535976301,0.1,l1,saga,0.5,"{'C': np.float64(0.1), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.1770180702209472,0.08053311614998358,0.011151266098022462,0.004880697405077108,0.1,l2,saga,0.5,"{'C': np.float64(0.1), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3534967422485351,0.022132717091107888,0.009859418869018555,0.0026414847501347056,0.1,elasticnet,saga,0.5,"{'C': np.float64(0.1), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.3907010555267334,0.10440570900353316,0.009221792221069336,0.0026640070844017507,1.0,l1,saga,0.5,"{'C': np.float64(1.0), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0696821689605713,0.021485085112943562,0.008519697189331054,0.0022220215282262677,1.0,l2,saga,0.5,"{'C': np.float64(1.0), 'l1_ratio': 0.5, 'penalty': 'l2', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.4031535625457763,0.04346683844571091,0.008834171295166015,0.0006167094334703936,1.0,elasticnet,saga,0.5,"{'C': np.float64(1.0), 'l1_ratio': 0.5, 'penalty': 'elasticnet', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.4151377201080322,0.09484263000612145,0.0075798511505126955,0.0016630258236199403,10.0,l1,saga,0.5,"{'C': np.float64(10.0), 'l1_ratio': 0.5, 'penalty': 'l1', 'solver': 'saga'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
